,Original Title Text,Title Sentence Vector,Original Description Text,Description Sentence Vector,Original Author Text,Author Sentence Vector
186,Alaska Air to buy Hawaiian Airlines in a $1.9 billion deal,-0.04414459184044972,Alaska Air Group said Sunday it agreed to buy Hawaiian Airlines in a $1.9 billion deal including debt.,0.05732879215065623,Associated Press Staff,0.025405357737326995
187,DeMar DeRozan ejected over last-second 3 — ‘I don’t care about no In-Season Tournament points’ — in another Chicago Bulls loss,-0.04495588334611966,DeMar DeRozan was ejected Friday for shouting down the Toronto Raptors bench in the final seconds of a 121-108 loss that knocked the Chicago Bulls out of In-Season Tournament contention.,0.03449851833283901,Julia Poe,0.06481746577992453
188,Shohei Ohtani breaks the bank with his $700 million contract. Where does he rank with other sports superstars?,-0.02599337906576693,Shohei Ohtani joins an exclusive list of sports stars with financial records to go along with their record-breaking numbers on the field.,0.027280900394544005,Jay Cohen,0.0248279741499573
189,"AMD Rolls Out New Chips, Aiming for Nvidia’s AI Crown",-0.012861580034950748,Advanced Micro Devices is challenging Nvidia’s dominance in artificial-intelligence computing,-0.01653053832706064,Asa Fitch,0.031451787683181465
190,Half full: Migrants struggle to eat in Chicago,-0.029117732134182006,"Thousands of migrants come from countries that can’t provide food to its citizens. But in Chicago, feeding nearly 14,000 food-insecure people daily in addition to existing populations who rely on food assistance is no easy task.",0.055239651270312606,"Nell Salzman, Talia Soglin",0.013083581579849124
191,"As COVID numbers rise, public health officials call for vigilance against respiratory viruses",-0.02959111542440951,IDPH also asks residents to skip holiday gatherings if they have symptoms of respiratory infections.,-0.03538045613095164,Ilana Arougheti,0.004983364400686696
192,City Council committee rejects discipline provision in Chicago police contract but OK’s pay hikes,-0.03144387461361475,The workforce committee opposed a provision allowing officers accused of serious misconduct to have their cases decided by a third party behind closed doors.,0.11089148494647816,"Sam Charles, A.D. Quig",0.06923430104507133
193,"Meta Designed Products to Capitalize on Teen Vulnerabilities, States Allege",-0.043501555221155286,"Newly unredacted documents in complaint by attorneys general show Meta conversations about age, product design and potential harms",0.09732181372237392,Jeff Horwitz,0.06304411363089457
194,"Chemicals being removed from Brighton Park migrant camp, environmental report says; city concludes site safe for habitation",0.016211134163313545,A long-awaited environmental assessment on Mayor Brandon Johnson’s proposed tent camp for migrants has been released.,0.016566310543566942,"Alice Yin, A.D. Quig",-0.035567265236750245
195,Terry Savage: Holiday season is for giving to those in need,-0.01231875762459822,"It’s easy to overlook the plight of so many Americans just hoping to keep the heat on and a roof over their heads, not only in the holiday season but year-round.",0.013181244517909363,Terry Savage,0.01902463409351185
196,Why Adults Are More Imaginative Than Children,-0.0223095539258793,"The idea that we lose our freedom to imagine as we get older is familiar from children’s books, but psychological research suggests it’s a myth.",0.0008339278865605593,Andrew Shtulman,0.03529449466441292
197,"US to limit Chinese firms, battery parts from winning EV tax credits",-0.07985365664353594,The Biden administration on Friday issued-long awaited guidance that will limit Chinese content in batteries eligible for electric vehicle tax credits starting next year.,0.05962974485009909,David Shepardson,0.00025504548102617264
198,Chicago Cubs aren’t taking a star-or-bust approach: ‘Winning the offseason is probably more a curse than blessing’,-0.06439899513497949,"The Chicago Cubs can take a variety of paths to building their 2024 roster, even if they don't land a star player this offseason.",0.08735598996281624,Meghan Montemurro,0.0564545780653134
199,"Body of missing Carpentersville girl located in Vernon Hills detention pond, officials say",-0.04037235409487039,"More than a week after a Carpentersville teen was reported missing, her body was recovered Tuesday from a Vernon Hills detention pond that police believe she drove into accidentally.",0.08227001619525254,Gloria Casas,-0.024473624071106315
200,"What’s J.J. McCarthy’s secret to staying focused? Daily meditation, says the Michigan QB and Nazareth alumnus.",-0.052440452855080366,This week in particular — with a matchup vs. archrival Ohio State coming up Saturday — Michigan QB J.J. McCarthy says his meditation routine helps tremendously.,0.15186718145560008,Larry Lage,0.09786669665481895
201,"Viral photo of two families in 2017 symbolized peace among Muslims, Jews. Now they comfort each other amid the Israel-Hamas war.",-0.08708688686601818,A Tribune photo taken during a rally at O'Hare went viral. The families became close and continue to offer support to each other.,0.024459049629513174,Angie Leventis Lourgos,0.0403912589099491
202,No. 8 Alabama knocks off No. 1 Georgia 27-24 for the SEC title. Now both teams await their postseason fate.,-0.1060779569670558,Alabama is again top dog in the Southeastern Conference — and perhaps headed to the College Football Playoff. The Crimson Tide ended Georgia’s 29-game winning streak with a 27-24 victory against the No. 1 Bulldogs in the SEC championship game Saturday.,0.006742855126503855,Chicago Tribune,0.02809621196865919
203,"Indonesia, ADB, owners agree to shutter first coal-fired power station early",0.010505303565878421,"Indonesia and the Asian Development Bank have agreed a provisional deal with the owners of the Cirebon-1 coal-fired power plant to shutter it almost seven years earlier than planned, the ADB's senior climate change energy specialist told Reuters.",0.07489618822000921,Simon Jessop,0.11541653074527858
204,CVS Health lays out changes to clarify prescription drug pricing that may save some customers money,-0.07296071260498138,The health care giant said Tuesday that it will role out a new reimbursement model designed to make costs more predictable at the drugstore counter.,0.044498982082586735,Associated Press,0.049473963561467826
205,"Robert Dyer, DuPage County lawyer who tried hundreds of cases, dies",-0.08046299131819978,"Robert Dyer, a DuPage County-based trial lawyer based who, at the time of his retirement in 1992, had taken more than 400 cases to a courtroom verdict, has died.",0.08541653926477011,Bob Goldsborough,0.06756757275434211
206,Satellite Manufacturer Terran Orbital Seeks a Buyer,-0.038351772411260754,"Live coverage of stocks and financial news, including the S&P 500, Dow and Nasdaq Composite.",0.039531673450255767,"Doug Cameron, Micah Maidenberg",0.04044289053945249
207,Police warn of string of burglaries at commercial businesses on North Ave,-0.02460398990660906,"In each burglary, the thieves used a large rock to break the front glass doors to gain entry, and once inside ransacked the businesses before making off with cash registers, police said.",0.025254342355765402,Deanese Williams-Harris,0.05535097484244034
208,Afternoon Briefing: Investigation underway after man and 6-year-old boy found deceased,-0.015139611146878451,"Good afternoon, Chicago. Here's what is happening today.",0.050454901065677404,Chicago Tribune staff,0.01966963685117662
209,"Al Gore slams COP28 climate summit host UAE, says its emissions soared",-0.010123635845957324,Climate advocate and former U.S. Vice President Al Gore on Sunday slammed the UAE - host of the COP28 climate summit - saying its position as overseer of international negotiations on global warming this year was an abuse of public trust.,0.05698035564273596,Valerie Volcovici,0.08698135663144058
210,Hundreds of Stocks Have Fallen Below $1. They’re Still Listed on Nasdaq.,-0.020521429600194097,Investor-protection advocates say many belong to risky small companies that should be on the OTC market,0.032979799434542656,Alexander Osipovich,0.04673974053002894
211,'End fossil fuels' protester storms stage of COP28 summit,-0.10525561112444848,"A 12-year-old protester burst on to the stage at the <a href=""https://www.reuters.com/sustainability/cop/"">COP28</a> climate summit in Dubai on Monday, holding a sign above her head that read: ""End fossil fuels. Save our planet and our future.""",0.04245297925081104,Gloria Dickie,0.07563043414847925
212,Fake Pro-Trump Electors in Wisconsin Admit Effort to ‘Improperly Overturn’ 2020 Vote,0.01931022183271125,Settlement is first by unauthorized electors to formally withdraw filings sent to Congress purporting that Trump won,-0.005414658633526415,Jan Wolfe,-0.019918232625059318
213,"Bedford Park police officer shot at gas station responding to stolen car, police say",-0.12490265350788832,"A Bedford Park police officer was hospitalized after he was shot multiple times during a struggle at a Speedway gas station in the southern suburb, police said.",0.07702606456587091,Rebecca Johnson,0.06629313598386943
214,"Calling FBI mole Danny Solis to testify could be risky, ‘blow back’ on ex-Ald. Ed Burke’s defense in corruption case, experts say",-0.09101557971735019,The crucial decision to put former Chicago Ald. Daniel Solis on the witness stand will shape the rest of Burke’s landmark racketeering trial.,0.07087282241263893,"Jason Meisner, Megan Crepeau, Ray Long",0.07767166389385238
215,"No time to stop, Gracie Guarino keeps going for Lincoln-Way Central. ‘Life doesn’t matter who you go against.’",0.015880150895100087,"Lincoln-Way Central's Gracie Guarino, the only female out of 223 wrestlers Saturday in the McLaughlin Classic, went 3-2 with three falls.",-0.010927625902695581,Patrick McGavin,0.04641652200371027
216,"Jackson Chourio gets $82 million, 8-year deal with Brewers, largest ever before a player’s big-league debut",-0.0023400662757921964,"Outfielder Jackson Chourio agreed to the largest contract for a player with no major league experience, an $82 million, eight-year deal with the Milwaukee Brewers.",0.03949333762284368,Chicago Tribune,0.04198787221685052
217,Climate Change Is Breaking Insurance. Here’s How Tech Could Save It.,-0.023443058016709983,A new breed of insurer is finding opportunity as larger companies exit some markets,0.0645912757026963,Christopher Mims,0.04461766534950584
218,Billions in U.S. Funding Hasn't Convinced Developing World to Ditch Coal...,-0.02308201012056088,South Africa and Indonesia are backtracking on commitments to burn less of the dirtiest fossil fuel,0.016947964644714375,wsj,-0.006115980169852264
219,"BNY Mellon to raise minimum wage, add mental health benefits",-0.0416558071738109,"BNY Mellon <a href=""https://www.reuters.com/markets/companies/BK.N"" target=""_blank"">(BK.N)</a> will increase its minimum wage next year to $22.50 an hour from $20 and expand mental health benefits for employees, the bank said in a statement on Friday.",0.09652136772638187,Reuters,0.09493238393770298
220,"4 takeaways from the Chicago Blackhawks’ 7-3 loss, including Bedard vs. Fantilli Part I and the ‘A-Teens’ power play debut",-0.05730805255006999,No reason to dwell on Wednesday’s disastrous defense when the Chicago Blackhawks got a first glimpse at their (maybe) power play of the future.,0.055433063418604434,Phil Thompson,0.07805761341842299
221,"Man found shot, killed at block of contentious West Loop encampment, police say",-0.0687449499964714,"Officers found the man fatally shot on the 500 block of West Lake Street at 12:50 a.m., Chicago police said.",0.09380827542918269,Jake Sheridan,0.08087243005866185
222,"Photos: Chicago Bulls 120, Milwaukee Bucks 113 (OT)",-0.0030497574480250478,"Photos from the Chicago Bulls' 120-113 overtime victory against the Milwaukee Bucks on Thursday, Nov. 30, 2023, at the United Center.",0.030991736275609583,Trent Sprague,0.040650219249073416
223,"Andre Drummond wants to contribute more for the Chicago Bulls: ‘I’m doing what I can with the minutes I get,’ the center says",-0.047150868049357086,Andre Drummond is eager to play more minutes. How can the center help the Chicago Bulls snap out of their dismal start to the season?,0.07071116426959634,Julia Poe,0.07154232106404379
224,New York's Near Zombie Apocalypse...,-0.051221168105257675,The city came close to an electric grid shutdown last winter.,0.0256515945729916,wsj,0.010638227919116616
225,Eugene Lipov: Renaming PTSD could help reduce its stigma and get veterans and others to seek treatment,0.023382019076962024,We have ways to help those who are dealing with post-traumatic stress. But the stigma around the condition is a barrier for some to seek treatment.,0.021340052495361306,Eugene Lipov,0.033258909854339436
226,Some usual suspects but also real treasures as WTTW brings us some more ‘Beautiful Places’,-0.03972092529875226,"WTTW's Geoffrey Baer is back with “The Most Beautiful Places in Chicago 2,” exploring places including the Chicago Cultural Center and Glessner House.",0.09556633300962858,Rick Kogan,0.06259318930096924
227,Black Friday is almost here. What to know about the holiday sales event’s history and evolution,-0.004927729198243469,"While Black Friday may no longer look like the crowd-filled, in-person mayhem that it was just decades ago the holiday sales event is still slated to attract millions of consumers.",0.048781870398670435,Wyatte Grantham-Philips,0.10759247746318579
228,Daywatch: A food and drink guide to Christkindlmarket in Chicago,-0.013841649401001632,"Good morning, Chicago. Here are some of the top stories you need to know to start your day.",0.043207889422774315,Chicago Tribune staff,0.054337632172973827
229,Americans on List of Next Hamas Hostages Set for Release... Developing...,-0.21121124348064768,"Americans on List of Next Hamas Hostages Set for Release... Developing...

 
 
 
 (Second column, 1st story, link)

 

 

 
 Related stories:Rape as weapon -- the horrific enemy...
LASERS USED TO BURN THROUGH ROCKETS...
Pro-Palestinian supporters disrup…",0.020275598944863304,"Stephen Kalin, Dov Lieber, Anat Peled, Summer Said, Eric Morath, Margherita Stancati, Chao Deng, Ken Thomas",0.0025621617096476257
230,Mary Pattillo: My students in prison have complex pasts but are now creating new stories,-0.09809628082439303,"As an educator in the Northwestern Prison Education program, I have learned that my students' stories are crucial for healing, for them and us.",0.030051532783545554,Mary Pattillo,0.006292529636994004
231,"As Chicago considers city-run grocery, officials say all options are on the table. But the challenges are steep.",-0.07026828883681446,"As the South and West sides see more groceries close, Mayor Brandon Johnson's administration is considering opening a city-run store.",0.04850108048412949,Talia Soglin,0.021870312630198896
232,"4 things we heard from Chicago Bears coach Matt Eberflus, including Luke Getsy’s offensive game plan and Justin Fields’ postgame thank-you",-0.05153879843419418,Chicago Bears quarterback Justin Fields thanked his teammates for sticking with him after two fourth-quarter fumbles.,0.08655570453265682,Colleen Kane,0.0819126814021729
233,NFL evaluators praise J.J. McCarthy’s ‘unbelievable mind.’ Would the Chicago Bears target the Michigan QB and local product?,-0.08408996334765106,Could LaGrange Park native J.J. McCarthy be the savior the Chicago Bears are seeking? The NFL is watching the Michigan quarterback closely.,0.047594518153346144,Brad Biggs,0.09471820655744523
234,Clarence Page: GOP does its best to show us how to normalize an insurrection,0.019612325391790364,"Speaker Mike Johnson has released video of the Capitol during the Jan. 6 assault, and it’s already creating more heat than light from his party.",0.06975157101987861,Clarence Page,-0.019568069314118475
235,"Man, 30, seriously wounded overnight in shooting on Far South Side, police say",-0.05245589080732316,"Shortly after 3:30 a.m. Thursday, the victim was walking in the 1400 block of West 112th Place when he heard shots and felt pain.",0.009573020848620217,Deanese Williams-Harris,0.0015271010342985392
236,David Greising: Ex-Ald. Edward Burke faces judgment. But ethics reforms in Chicago still fall short.,-0.05442062123620417,"Former Chicago Ald. Ed Burke's casual, corrupt contempt toward public duty is a not surprising result of such lax standards for public service.",0.09653281049395446,David Greising,0.06822547852061689
237,Ask Amy: Retirees rebound from a major whoopsie,-0.050001430267002434,Dear Amy: We quickly realized we had made a mistake and that we didn’t like living in Florida.,0.018105982198903803,Amy Dickinson,0.030079946634941734
238,"Calvino picked to lead European Investment Bank, in boost for Spain",-0.013894005329348147,EU finance ministers on Friday picked Spanish Deputy Prime Minister Nadia Calvino to become the next head of the European Investment Bank in a boost for Spain's clout within the bloc.,0.019745436089579016,Reuters,0.034591179282870144
239,Berwyn mainstay Vesecky’s Bakery closing after more than a century of serving up Eastern European goods,-0.03537320236864616,"The bakery's owners said everything was sold out by 9 a.m. Tuesday, its last day open.",-0.005682730952685233,Shanzeh Ahmad,0.053610486444085836
240,Chicago Bears defensive tackle Gervon Dexter buys Vernon Hills mansion for $1.2M,0.01923805824480951,"A Florida native and standout at the University of Florida, Dexter, 22, was drafted by the Bears in the second round of the 2023 NFL Draft.",0.017646137857809663,Bob Goldsborough,0.06184590992052108
241,Search average home values in Illinois counties,-0.0038800712500233203,"Illinois has a vast real estate market, with average home values ranging from around $65,000 to upwards of $400,000 in counties throughout the state.",0.04142574593424797,Claire Malon,0.013825288304360583
242,Photos: Ralph Waldo Emerson High School missing its roof after Saturday night fire,-0.018731502190348692,"Firefighters from Gary, Munster and Merrillville Fire Departments extinguished a fire that started Saturday night at Ralph Waldo Emerson High School with no injuries. Opening in 1909, enrollment declined over time and the school eventually closed in 2008. The…",0.07943198614520952,Pinar Istek,0.10246207047021016
243,Sanofi CEO under pressure to woo investors after spending shock,-0.08034335309639573,"Sanofi's <a href=""https://www.reuters.com/markets/companies/SASY.PA"" target=""_blank"">(SASY.PA)</a> CEO is under pressure to tell investors how much more he will spend on research and development (R&D) and what the likely pay-offs will be, as he seeks to boost…",0.07596756244311109,Ludwig Burger,0.045456060324795544
244,These Six Post-Workout Cooldown Exercises Can Help Improve Flexibility,-0.04501103772781789,These six quick exercises can also help improve your flexibility after a solid sweat,0.045376364374533296,Jen Murphy,0.07161269237985834
245,"Photos: Northwestern 92, No. 1 Purdue 88 (OT)",-0.0048615834675729275,"Photos from Northwestern's 92-88 victory against No. 1 Purdue on Friday, Dec. 1, 2023, at Welsh-Ryan Arena in Evanston.",0.010001338552683592,John Kim,0.04535823012702167
246,Bobby Narang’s girls basketball rankings and player of the week for Lake County,-0.0076807040386484005,Mariah Phelps helps Warren rise in the top 10 as Antioch makes its season debut on the list.,0.041012009693076834,Bobby Narang,0.004975015297532082
247,What Bradley Cooper’s ‘Maestro’ reveals about Leonard Bernstein — and Cooper’s own artistic ego,-0.024522452786186477,"Two Chicago Tribune critics, Michael Phillips and Hannah Edgar, debate the strengths and flaws of Bradley Cooper's Leonard Bernstein film ""Maestro.""",0.09583327776635997,Michael Phillips,-0.004850780213018879
248,"As the Chicago Cubs, like all of MLB, wait for the Ohtani-sized domino to fall, GM Carter Hawkins focuses on preparation",-0.022596994997002184,"Chicago Cubs GM Carter Hawkins redirected when asked Monday about the team’s interest in Shohei Ohtani. In the meantime, the Cubs are plotting are variety of options they can pivot to as needed.",0.11519623140338808,Meghan Montemurro,0.04890298441750929
249,"Man killed by Elk Grove police had history of calling police to help with mental health struggles, family says",-0.12722922471584752,"The family of a man killed by Elk Grove Village police is pursuing a civil investigation into the police department after an officer fatally shot Jack Murray, 24, Friday near the family home, their attorney announced Monday.",0.14458785724127665,Alysa Guffey,0.11564516182988882
250,Explainer: Can technology solve the global climate crisis?,-0.035882657073671,Governments and investors are pouring billions of dollars into emerging technologies to combat global warming in long-shot bets that entrepreneurship can help lead the way to a climate-friendly world.,0.09106945386520238,Timothy Gardner,-0.02662797796074301
251,Patrick Kane misses a point-blank shot in debut with the Detroit Red Wings: ‘It would’ve been nice to bury that’,-0.030558908209059155,"Patrick Kane took his first of 22 shifts at the start of the game and finished with three shots in 16 minutes, 33 seconds of ice time in an intriguing NHL comeback.",0.08592778479214758,Larry Lage,0.0464185901946621
252,FBI seeks tips on man wanted for attempted and successful Michigan Avenue bank robbery,-0.02439421636518091,FBI officials believe the unidentified man will try to make another bank robbery attempt soon.,0.0828082449734211,Caroline Kubzansky,0.057800377951934934
253,Mayo Clinic Q&A: Why dogs are good for your health,-0.09902936726575717,"Activities associated with dog ownership, like feeding, grooming, playing and letting them outside, all increase physical activity levels. Physical activity improves blood flow, induces muscle contraction and reduces joint stiffness.",0.047529190175282565,"Tahir Tak, M.D., Mayo Foundation for Medical Education and Research",0.009248379195923917
254,Will Livestreaming Be TIKTOK's AMAZON-Killer?,0.011602916958509013,TikTok is moving aggressively into e-commerce—a space where its Chinese equivalent is massively successful,0.0402580567606492,wsj,-0.0209710537455976
255,Tuesday forecast: Light snow then rain in portions of Chicago area,-0.03654996553086676,"Officials said the wintry mix is mainly expected before noon before a possibility of rain showers when the temperatures rise to at least 40 degrees. Tuesday, there is a 90% chance of rain, officials said.",0.02884268978232285,Deanese Williams-Harris,0.009652418673795182
256,Daywatch: City Council committee rejects CPD discipline provision,-0.009695149143226445,"Good morning, Chicago. Here are some of the top stories you need to know to start your day.",0.04596362798474729,Chicago Tribune staff,0.06361170508898795
257,Chicago man accused of forcing women into prostitution,-0.04805882417713292,"Heggie Carr faces two felony charges of involuntary servitude and two felony charges of human trafficking, court records show.",0.10468966199550778,Caroline Kubzansky,0.10040957044111565
258,COP28 summit: Future of fossil fuels center stage at climate talks,-0.03811125361244194,"Delegates from nearly 200 countries will convene this week for the <a href=""https://www.reuters.com/sustainability/cop/"">COP28 climate summit</a> in Dubai, where conference host and OPEC member the UAE hopes to sell the vision of a low-carbon future that incl…",0.06249303536606021,Valerie Volcovici,0.1131899640604388
259,Competition will make obesity drugs successful,-0.028195749560836703,"Weight loss therapies Wegovy and Zepbound have a cost problem, and Novo Nordisk <a href=""https://www.reuters.com/markets/companies/NOVOb.CO"" target=""_blank"">(NOVOb.CO)</a> Chief Executive Lars Fruergaard Jørgensen is here for that. In <a href=""https://www.ft.…",0.05523623334011063,Robert Cyran,-0.004547506803646684
260,Senators Call for Investigation of Health Insurers’ Role in Driving Up Drug Costs,-0.04104480965179391,Request follows Wall Street Journal article reporting high markups on certain generic drugs for cancer and multiple sclerosis,0.03243777054012753,Joseph Walker,0.045941233256598935
261,Natural-Gas Pipelines Are Old. Will Regulators Let Utilities Invest in Them?,-0.0038750425446778536,"Some states and cities want to ban gas stoves and other appliances, but utilities say they need to invest in aging gas infrastructure",0.04820357385324314,Katherine Blunt,0.10922143505013082
262,Baseball Hall of Fame to feature retired players in Memorial Day weekend tribute to Negro Leagues East-West All-Star Game,-0.09433872775480268,The Negro Leagues East-West All-Star Game began at Chicago’s Comiskey Park in September 1933. May's tribute game will coincide with the opening of the Hall’s “Souls of the Game: Voices of Black Baseball” exhibit.,0.07122096880630124,Ronald Blum,0.07498759447480552
263,Minnesota Vikings beat Las Vegas Raiders 3-0 in lowest-scoring NFL game in 16 years,-0.13017494813539088,"Minnesota and Las Vegas played the lowest-scoring NFL game in 16 years, with Greg Joseph’s 36-yard field goal with 1:57 left giving the Vikings a 3-0 victory over the Raiders.",0.012279404763830826,Mark Anderson,0.0953264237541589
264,Liam Hendriks and Cody Bellinger selected MLB’s Comeback Players of the Year,-0.026819771170266904,Reliever Liam Hendriks and outfielder Cody Bellinger have been selected Major League Baseball’s Comeback Players of the Year. Both are free agents and were chosen in voting by MLB.com beat writers.,0.0844057920621708,Associated Press Staff,0.03172626044397475
265,"A hobbled HJ Grigsby comes up big for Joliet Catholic against Nazareth. The pain? ‘On a scale of 10, it was an 11.’",-0.13109931373401196,HJ Grigsby willed his way to 55 yards on 12 carries in second half as Joliet Catholic lost 38-20 to Nazareth in Class 5A state championship game.,0.10964930756017566,Jeff Vorva,0.08137286320561543
266,X may lose up to $75M by year-end on advertiser exodus,-0.0929255987284705,"Elon Musk-owned social media company X could lose as much as $75 million in advertising revenue by the end of the year as dozens of major brands pause their marketing campaigns, the New York Times reported on Friday.",0.09435721862246282,Reuters,0.036274140067689586
267,Chicago Blackhawks’ Connor Bedard wins rookie of the month for the first time,-0.06561875424813479,Chicago Blackhawks forward Connor Bedard records 12 points in 12 games to win rookie of the month for November.,0.05438394006341696,Phil Thompson,-0.013004420296056196
268,"A plea to Biden from longtime immigrants in Chicago: ‘Please don’t forget about us, we need job permits too’",-0.03876637737266719,Thousands of immigrants who live in Chicago without legal authorization and are demanding the Biden administration give them the opportunity to work legally.,0.05643882806180045,Laura Rodríguez Presa,0.08832879632245749
269,NFL evaluators praise J.J. McCarthy’s ‘unbelievable mind.’ Would the Chicago Bears target the Michigan QB and local product?,-0.08408996334765106,Could LaGrange Park native J.J. McCarthy be the savior the Chicago Bears are seeking? The NFL is watching the Michigan quarterback closely.,0.047594518153346144,Brad Biggs,0.09471820655744523
270,Ex-Chicago firefighter sentenced to two months behind bars for role in Jan. 6 insurrection,-0.0360521785041783,"The former Chicago firefighter who pleaded guilty in connection to the Jan. 6, 2021 U.S. Capitol riot will serve two months in prison, a federal judge ruled Friday.",0.019919329330150504,Caroline Kubzansky,0.08150501501222607
271,The Trade That Backfired for America’s Biggest Wood-Pellet Exporter,0.00823364406824112,"Enviva made a wager to buy pellets from a customer and resell them, but then prices fell",0.025566005846485496,Ryan Dezember,-0.020794090829440393
272,Prosecutors expected to rest their case in the ex-Ald. Ed Burke corruption trial; will Danny Solis testify?,-0.12019123649224639,"Prosecutors are expected to rest their case Monday in the corruption trial of former Ald. Edward Burke, potentially setting the stage for the highly anticipated testimony of Burke’s former City Council colleague, Daniel Solis",0.17965549789369106,"Jason Meisner, Megan Crepeau, Ray Long",0.07579805806744844
273,"Editorial: On 60th anniversary of JFK’s assassination, a fresh look at the day that changed everything",0.011280951817752793,"Sixty years after the assassination of President John F. Kennedy, conspiracy theories still reveal how little we trust government.",0.045944032492116094,The Editorial Board,-0.005270150846627075
274,He Bought a Piece of the Chrysler Building. Now His Empire Is Falling Apart.,-0.010960307321511209,"René Benko’s Signa filed for insolvency, marking one of the most dramatic falls in the property sector in recent years",0.036803149385377765,"Eliot Brown, Margot Patrick",0.054555006965529174
275,Draft COP28 text proposes Azerbaijan host next summit in 2024,-0.05404344678390771,A draft text published on Sunday proposed that next year's COP29 climate summit be hosted by Azerbaijan between Nov. 11 and Nov. 22.,-0.016136857215315104,Reuters,0.010733530558354687
276,"Basketball and local scores for the Southland, Aurora, Elgin, Naperville and Lake County",-0.0746661915545701,"Results and highlights of high schools and local colleges from the Southland and Aurora, Elgin, Naperville and Lake County coverage areas.",0.09517053668969311,From Staff Reports,-0.0004997721407562494
277,Taking the Holiday Express in Aurora is a Christmas season tradition for many families: ‘It’s just a fun time’,-0.029108953720424324,There are a couple of Christmas traditions some Fox Valley residents don’t mess with - spending time with Santa Claus and taking a ride on the holiday train at Blackberry Farm in Aurora.,0.11612583039095625,David Sharos,0.06265285247354768
278,Afternoon Briefing: Burger King exec back on stand in Burke trial,-0.026892232155660167,"Good afternoon, Chicago. Here's what is happening today.",0.0688818791822996,Chicago Tribune staff,0.03777004010044038
279,"Denny Laine, founding member of the Moody Blues and Paul McCartney’s Wings, dead at 79",-0.0592389517405536,"Denny Laine, a British singer, songwriter and guitarist who performed in an early, pop-oriented version of the Moody Blues and was later Paul McCartney’s longtime sideman in the ex-Beatle’s solo band Wings, has died at age 79.",0.015730411396361887,Associated Press Staff,0.004066210880409926
280,Gov. J.B. Pritzker won’t proceed with Brighton Park migrant camp because of environmental concerns,-0.07119671895634383,"In a statement, Pritzker’s office said a Illinois Environmental Protection Agency review of the city’s environmental report released late Friday evening indicates “concerns related to insufficient soil sampling and remediation.”",-0.03397710219724104,Alice Yin,-0.016216174990404397
281,Planting 'koala corridors' to save Australia's endangered marsupial,-0.03807710763067007,"When Lucy was rescued from a rural property in New South Wales two years ago, she was suffering from chlamydia, a disease widespread among koalas.",0.06336162888328545,Jill Gralow,0.025276775464590173
282,"Exclusive: Barclays working on $1.25 billion cost plan, could cut up to 2,000 jobs -source",-0.031465390929952264,"Barclays <a href=""https://www.reuters.com/markets/companies/BARC.L"" target=""_blank"">(BARC.L)</a> is working on plans to save as much as 1 billion pounds ($1.25 billion), which could involve cutting as many as 2,000 jobs, mainly in the British bank's back offi…",0.04170395407709293,Sinead Cruise,0.06851970849675126
283,Take Five: That most wonderful time of the year,-0.04673245677258819,Festive cheer has come early to world markets (bar those dollar bulls) on growing certainty that central banks will start slashing interest rates next year.,0.0920352348475717,Reuters,0.003546293155523017
284,"Exclusive: Top development banks at COP28 vow to up climate game, quiet on fossil fuels - document",-0.09256342001026496,"Ten of the world's top development banks pledged to step up their climate efforts at the COP28 summit, yet failed to say anything about halting financing for fossil fuel projects, a document seen by Reuters showed.",0.07217397220665589,Simon Jessop,0.14269369217799976
285,Chicago Bears and quarterback Justin Fields look to better handle Minnesota Vikings pressure in rematch,-0.02163723242119886,Justin Fields is excited to show how he and his teammates can finish against the Minnesota Vikings. He didn’t get the chance last time around.,0.09612721201119712,Colleen Kane,0.07150494185043499
286,Sam Altman's ouster was precipitated by letter to board about AI breakthrough,-0.02153250626361114,"Ahead of OpenAI CEO <a href=""/technology/ousting-ceo-sam-altman-chatgpt-loses-its-best-fundraiser-2023-11-18/"">Sam Altman’s four days in exile</a>, several staff researchers sent the board of directors a letter warning of a powerful artificial intelligence di…",0.058207801936077885,"Anna Tong, Jeffrey Dastin, Krystal Hu",0.07152831929852255
287,Autoworker strike cost General Motors $1.1 billion,-0.05600455272360705,"GM, as well as rivals Ford and Jeep maker Stellantis, agreed to new contracts with the UAW that raise top assembly plant worker pay by about 33% by the time the deals expire in April of 2028.",0.025302148278569803,Tom Krisher,0.03477711440064013
288,Introducing the 2023 News-Sun Girls Volleyball All-Area Team,0.023300137090700446,"Jaimie Marquardt is among three Libertyville players on the team, joining four from Lakes and three each from Stevenson and Grant.",0.02996317745419219,Darren Day,0.0468526462209411
289,"Kennedy Center honorees include Queen Latifah, Billy Crystal and Dionne Warwick",-0.01134160563651676,"The newest group of Kennedy Center honorees are comedian Billy Crystal, actor Queen Latifah, opera singer Renée Fleming, music star Barry Gibb and prolific hitmaker Dionne Warwick.",0.01660742040257901,Ashraf Khalil,0.09921545844554203
290,FTC seeks more information on $53 bln Chevron-Hess deal,-0.04414516652468592,"The U.S. Federal Trade Commission has sent a second request to Chevron <a href=""https://www.reuters.com/markets/companies/CVX.N"" target=""_blank"">(CVX.N)</a> and Hess <a href=""https://www.reuters.com/markets/companies/HES.N"" target=""_blank"">(HES.N)</a>, for ad…",0.04278127410361776,Reuters,0.009596604446414858
